composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData avg_dev Column,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NUnfilled,MagpieData mean NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,is_metal
AlCu7O12,8.0,29.0,21.0,15.6,9.379999999999999,8.0,64.0,87.0,78.25,10.5,87.0,54.8,1357.77,1302.97,554.7729999999999,599.9676,54.8,2.2800000000000002,66.0,132.0,66.0,91.85,31.02,66.0,3.44,1.8299999999999998,2.8095,3.44,2.0,1.65,2.0,3.0,11.0,8.0,7.6,2.38,6.0,5.0,1.8,9.105,16.48,10.1615,1.2677999999999998,9.105,12.0,225.0,True
Na2Mo2Se2O11,8.0,42.0,34.0,15.411764705882353,10.629757785467127,8.0,2.0,89.0,72.88235294117646,22.062283737024224,87.0,54.8,2896.0,2841.2,477.91411764705884,572.7462975778546,54.8,4.498269896193771,66.0,166.0,100.0,94.47058823529412,36.844290657439444,66.0,3.44,2.51,2.889411764705882,3.44,2.0,1.7647058823529411,2.0,1.0,16.0,15.0,6.588235294117647,2.214532871972318,6.0,6.0,2.3529411764705883,9.105,29.2433333333,14.227156862741177,6.628673587076817,9.105,12.0,229.0,False
Cd1Se0.99S0.01,16.0,48.0,32.0,40.91,7.090000000000001,48.0,70.0,89.0,79.495,9.495,70.0,388.36,594.22,205.86,543.5817999999999,50.63820000000001,594.22,2.0,105.0,144.0,39.0,131.925,12.075,144.0,2.58,0.8900000000000001,2.1201499999999998,1.69,2.0,2.0,2.0,6.0,16.0,10.0,13.95,2.0295,12.0,2.0,1.0,19.495,25.92,22.706834375,3.2118343750000005,19.495,14.0,194.0,False
La3(OsO5)2,8.0,76.0,68.0,26.866666666666667,25.15555555555556,8.0,13.0,87.0,68.2,25.066666666666666,87.0,54.8,3306.0,3251.2,715.9333333333333,881.5111111111112,54.8,4.888888888888888,66.0,207.0,141.0,104.6,51.46666666666667,66.0,3.44,2.34,2.8066666666666666,3.44,2.0,2.0,2.0,3.0,22.0,19.0,7.533333333333333,3.8577777777777773,6.0,9.0,3.6666666666666665,9.105,36.8975,15.328166666666668,8.627733333333335,9.105,12.0,194.0,True
K2PdSe10,19.0,46.0,27.0,32.61538461538461,4.189349112426037,34.0,3.0,89.0,73.6923076923077,23.550295857988168,89.0,336.53,1828.05,1491.52,572.3930769230769,193.1779881656805,494.0,4.260355029585799,120.0,203.0,83.0,134.23076923076923,21.893491124260354,120.0,2.55,1.73,2.256923076923077,2.55,2.0,1.6923076923076923,2.0,1.0,16.0,15.0,13.23076923076923,4.260355029585799,16.0,2.0,1.6923076923076923,14.41,73.1066666667,32.29410256410769,12.557712031566858,25.92,14.0,229.0,False
KLu,19.0,71.0,52.0,45.0,26.0,19.0,3.0,41.0,22.0,19.0,3.0,336.53,1936.0,1599.47,1136.2649999999999,799.735,336.53,1.0,187.0,203.0,16.0,195.0,8.0,187.0,1.27,0.45000000000000007,1.045,0.82,2.0,1.5,1.0,1.0,17.0,16.0,9.0,8.0,1.0,9.0,5.0,28.865,73.1066666667,50.985833333349994,22.12083333335,28.865,194.0,229.0,True
InAg3,47.0,49.0,2.0,47.5,0.75,47.0,65.0,75.0,67.5,3.75,65.0,429.75,1234.93,805.1800000000001,1033.635,301.94250000000005,1234.93,0.75,142.0,145.0,3.0,144.25,1.125,145.0,1.93,0.1499999999999999,1.8925,1.93,2.0,1.25,1.0,11.0,13.0,2.0,11.5,0.75,11.0,5.0,2.0,16.33,24.26,18.3125,2.9737500000000017,16.33,139.0,225.0,True
Li3Cr3(CuO6)2,3.0,29.0,26.0,11.75,7.125,8.0,1.0,87.0,66.1,25.080000000000002,87.0,54.8,2180.0,2125.2,563.7105,643.6987499999999,54.8,5.1,66.0,139.0,73.0,92.85,32.22,66.0,3.44,2.46,2.65,3.44,2.0,1.6,2.0,1.0,11.0,10.0,5.75,1.425,6.0,6.0,2.35,9.105,16.5933333333,10.737499999995,1.9589999999939995,9.105,12.0,229.0,True
Si0.08Ge0.92,14.0,32.0,18.0,30.560000000000002,2.649599999999998,32.0,78.0,79.0,78.92,0.14719999999999855,79.0,1211.4,1687.0,475.5999999999999,1249.448,70.00832,1211.4,0.0,111.0,120.0,9.0,119.28,1.324799999999999,120.0,2.01,0.10999999999999988,2.0012,2.01,2.0,2.0,2.0,4.0,14.0,10.0,13.200000000000001,1.471999999999999,14.0,4.0,4.0,20.44,23.005,22.7998,0.377567999999998,23.005,225.0,227.0,False
Tm2IrPd,46.0,77.0,31.0,65.25,9.625,69.0,37.0,62.0,49.0,12.0,37.0,1818.0,2739.0,921.0,2050.7625,344.1187499999999,1818.0,3.25,139.0,190.0,51.0,165.0,25.0,190.0,2.2,0.9500000000000002,1.725,1.25,2.0,1.5,2.0,10.0,23.0,13.0,15.75,3.625,15.0,3.0,1.25,14.21,29.78,22.045,7.735,29.78,194.0,225.0,True
Gd2Te3,52.0,64.0,12.0,56.8,5.76,52.0,27.0,90.0,64.8,30.24,90.0,722.66,1586.0,863.34,1067.9959999999999,414.4032,722.66,6.24,138.0,196.0,58.0,161.2,27.839999999999996,138.0,2.1,0.9000000000000001,1.7400000000000002,2.1,2.0,2.0,2.0,10.0,16.0,6.0,13.6,2.88,16.0,16.0,7.6,32.05,34.7633333333,33.67799999998,1.3023999999839986,34.7633333333,152.0,194.0,False
CsTiF4,9.0,55.0,46.0,18.833333333333332,13.111111111111112,9.0,5.0,93.0,70.0,30.666666666666668,93.0,53.5,1941.0,1887.5,409.4316666666667,510.5227777777778,53.5,6.4444444444444455,57.0,244.0,187.0,105.33333333333333,64.44444444444444,57.0,3.98,3.19,3.0416666666666665,3.98,2.0,1.8333333333333333,2.0,1.0,7.0,6.0,5.5,2.0,7.0,8.0,2.1666666666666665,9.7075,115.765,28.547500000000003,29.0725,9.7075,15.0,229.0,True
LiYbPb,3.0,82.0,79.0,51.666666666666664,32.44444444444445,3.0,1.0,81.0,40.333333333333336,27.111111111111114,1.0,453.69,1092.0,638.31,715.4333333333334,251.04444444444445,453.69,5.333333333333333,128.0,187.0,59.0,153.66666666666666,22.222222222222218,128.0,2.33,1.35,1.5233333333333334,0.98,2.0,1.6666666666666667,1.0,1.0,28.0,27.0,15.0,9.333333333333334,1.0,4.0,1.6666666666666667,16.5933333333,34.12,26.274444444433332,6.454074074088889,16.5933333333,225.0,229.0,True
Ga2Si(AgS3)2,14.0,47.0,33.0,24.181818181818183,10.776859504132233,16.0,65.0,88.0,80.36363636363636,8.330578512396695,88.0,302.91,1687.0,1384.09,644.8036363636364,404.081652892562,388.36,1.7851239669421488,105.0,145.0,40.0,115.9090909090909,12.793388429752065,105.0,2.58,0.77,2.26,2.58,2.0,1.8181818181818181,2.0,4.0,13.0,9.0,8.0,2.909090909090909,6.0,5.0,2.5454545454545454,16.33,25.786875,22.32147727272727,3.78043388429752,25.786875,64.0,227.0,False
Mg2Co,12.0,27.0,15.0,17.0,6.666666666666667,12.0,58.0,68.0,64.66666666666667,4.444444444444443,68.0,923.0,1768.0,845.0,1204.6666666666667,375.5555555555556,923.0,3.1111111111111107,126.0,141.0,15.0,136.0,6.666666666666667,141.0,1.88,0.5699999999999998,1.5,1.31,2.0,2.0,2.0,2.0,9.0,7.0,4.333333333333333,3.1111111111111107,2.0,3.0,1.0,10.245,22.89,18.675,5.62,22.89,194.0,194.0,False
Rb3Mn,25.0,37.0,12.0,34.0,4.5,37.0,4.0,52.0,16.0,18.0,4.0,312.46,1519.0,1206.54,614.095,452.45250000000004,312.46,2.25,139.0,220.0,81.0,199.75,30.375,220.0,1.55,0.7300000000000001,1.0025,0.82,2.0,1.25,1.0,1.0,7.0,6.0,2.5,2.25,1.0,5.0,2.0,10.4875862069,90.7225,70.663771551725,30.088092672412493,90.7225,217.0,229.0,True
Fe6O7F5,8.0,26.0,18.0,14.277777777777779,7.814814814814814,8.0,55.0,93.0,78.0,15.333333333333334,87.0,53.5,1811.0,1757.5,639.838888888889,780.7740740740742,54.8,3.7407407407407405,57.0,132.0,75.0,85.5,31.0,66.0,3.98,2.15,3.0533333333333332,3.44,2.0,2.0,2.0,6.0,8.0,2.0,6.944444444444445,0.7345679012345678,6.0,4.0,2.388888888888889,9.105,10.73,9.814027777777778,0.6106481481481482,9.105,12.0,229.0,True
FeAg3(CN)6,6.0,47.0,41.0,15.3125,13.21875,6.0,55.0,82.0,75.25,6.375,77.0,63.05,3823.0,3759.95,1802.005625,1516.870078125,63.05,1.59375,71.0,145.0,74.0,90.5625,25.59375,71.0,3.04,1.21,2.5725,2.55,2.0,1.8125,2.0,4.0,11.0,7.0,5.9375,2.15625,4.0,4.0,3.0625,5.64,16.33,11.38578125,4.391308593750001,5.64,194.0,229.0,True
CsCaO3,8.0,55.0,47.0,19.8,14.160000000000002,8.0,5.0,87.0,54.6,38.879999999999995,87.0,54.8,1115.0,1060.2,316.198,319.5208,54.8,6.959999999999999,66.0,244.0,178.0,123.6,69.12,66.0,3.44,2.65,2.4219999999999997,3.44,2.0,1.8,2.0,1.0,6.0,5.0,4.2,2.16,6.0,2.0,1.4,9.105,115.765,36.17,32.477999999999994,9.105,12.0,229.0,True
DyNiSn,28.0,66.0,38.0,48.0,13.333333333333334,28.0,31.0,80.0,57.333333333333336,17.555555555555554,31.0,505.08,1728.0,1222.92,1306.0266666666666,533.9644444444444,505.08,4.0,124.0,192.0,68.0,151.66666666666666,26.888888888888886,124.0,1.96,0.74,1.6966666666666665,1.22,2.0,2.0,2.0,10.0,14.0,4.0,12.0,1.3333333333333333,10.0,4.0,3.3333333333333335,10.32,33.285,24.948333333333334,9.75222222222222,10.32,141.0,225.0,True
DyNiGe2,28.0,66.0,38.0,39.5,13.25,32.0,31.0,79.0,62.5,16.5,79.0,1211.4,1728.0,516.5999999999999,1458.95,247.54999999999995,1211.4,3.75,120.0,192.0,72.0,139.0,26.5,120.0,2.01,0.7899999999999998,1.7874999999999999,2.01,2.0,2.0,2.0,10.0,14.0,4.0,12.5,1.5,14.0,4.0,3.5,10.32,31.24,21.8925,5.78625,23.005,194.0,225.0,True
Na2Se,11.0,34.0,23.0,18.666666666666668,10.222222222222223,11.0,2.0,89.0,31.0,38.666666666666664,2.0,370.87,494.0,123.13,411.91333333333336,54.72444444444445,370.87,6.666666666666667,120.0,166.0,46.0,150.66666666666666,20.444444444444446,166.0,2.55,1.6199999999999997,1.47,0.93,2.0,1.3333333333333333,1.0,1.0,16.0,15.0,6.0,6.666666666666667,1.0,2.0,1.3333333333333333,25.92,29.2433333333,28.135555555533333,1.477037037022222,29.2433333333,14.0,229.0,False
SrIn4Ir,38.0,77.0,39.0,51.833333333333336,8.388888888888891,49.0,8.0,75.0,61.333333333333336,18.222222222222225,75.0,429.75,2739.0,2309.25,918.0,651.0,429.75,3.3333333333333335,141.0,195.0,54.0,150.66666666666666,14.777777777777771,142.0,2.2,1.2500000000000002,1.7116666666666667,1.78,2.0,2.0,2.0,2.0,23.0,21.0,12.833333333333334,3.6111111111111107,13.0,5.0,3.8333333333333335,14.21,54.23,27.580000000000002,8.883333333333333,24.26,139.0,225.0,True
In0.3Ga0.7P1,15.0,49.0,34.0,25.7,10.7,15.0,74.0,83.0,78.65,4.35,83.0,302.91,429.75,126.83999999999997,329.131,30.185699999999965,317.3,1.0,107.0,142.0,35.0,117.5,10.5,107.0,2.19,0.4099999999999999,1.9954999999999998,2.19,2.0,2.0,2.0,5.0,13.0,8.0,9.0,4.0,5.0,5.0,4.0,18.8575,24.26,21.5242440476,1.8667208333199998,22.5702380952,2.0,139.0,False
Ga1As0.2P0.8,15.0,33.0,18.0,24.8,7.84,31.0,74.0,84.0,78.6,4.6,74.0,302.91,1090.0,787.0899999999999,387.37500000000006,140.52500000000003,302.91,1.0,107.0,122.0,15.0,115.70000000000002,6.959999999999997,122.0,2.19,0.3799999999999999,1.999,1.81,2.0,2.0,2.0,5.0,15.0,10.0,10.0,4.0,13.0,5.0,4.0,18.8575,22.5702380952,20.67434523808,1.8168452380799995,18.8575,2.0,166.0,False
LuMnSi,14.0,71.0,57.0,36.666666666666664,22.888888888888886,14.0,41.0,78.0,57.0,14.0,41.0,1519.0,1936.0,417.0,1714.0,148.0,1519.0,4.0,111.0,187.0,76.0,145.66666666666666,27.555555555555554,111.0,1.9,0.6299999999999999,1.5733333333333335,1.27,2.0,2.0,2.0,4.0,17.0,13.0,9.333333333333334,5.111111111111112,4.0,9.0,6.0,10.4875862069,28.865,19.930862068966665,6.295517241377778,10.4875862069,194.0,227.0,True
CdHg4(AsI2)2,33.0,80.0,47.0,58.72727272727273,15.471074380165287,53.0,70.0,96.0,82.36363636363636,10.512396694214877,71.0,234.32,1090.0,855.6800000000001,478.08181818181816,243.63173553719008,234.32,2.1487603305785123,119.0,144.0,25.0,133.27272727272728,6.115702479338844,132.0,2.66,0.9700000000000002,2.2445454545454546,2.0,2.0,2.0,2.0,12.0,26.0,14.0,19.454545454545453,4.760330578512396,17.0,3.0,0.9090909090909091,19.495,43.015,30.623213166145455,9.01220860643967,25.2375862069,64.0,194.0,False
PtN,7.0,78.0,71.0,42.5,35.5,7.0,63.0,82.0,72.5,9.5,63.0,63.05,2041.4,1978.3500000000001,1052.2250000000001,989.1750000000001,63.05,2.5,71.0,136.0,65.0,103.5,32.5,71.0,3.04,0.7600000000000002,2.66,2.28,2.0,1.5,1.0,5.0,24.0,19.0,14.5,9.5,5.0,3.0,2.5,14.76875,15.02,14.894375,0.12562499999999943,14.76875,194.0,225.0,True
CdCl2,17.0,48.0,31.0,27.333333333333332,13.777777777777777,17.0,70.0,94.0,86.0,10.666666666666666,94.0,171.6,594.22,422.62,312.47333333333336,187.8311111111111,171.6,2.222222222222222,102.0,144.0,42.0,116.0,18.666666666666668,102.0,3.16,1.4700000000000002,2.67,3.16,2.0,2.0,2.0,7.0,12.0,5.0,8.666666666666666,2.222222222222222,7.0,1.0,0.6666666666666666,19.495,24.4975,22.83,2.2233333333333327,24.4975,64.0,194.0,False
Cd4P2Br3,15.0,48.0,33.0,36.333333333333336,10.370370370370372,48.0,70.0,95.0,81.22222222222223,9.975308641975309,70.0,265.8,594.22,328.42,423.2088888888889,152.00987654320988,594.22,2.074074074074074,107.0,144.0,37.0,127.77777777777777,14.419753086419753,144.0,2.96,1.27,2.2244444444444444,1.69,2.0,2.0,2.0,5.0,17.0,12.0,12.11111111111111,3.259259259259259,12.0,3.0,1.0,19.495,29.48,23.506719576711113,3.982186948859259,19.495,2.0,194.0,False
Mg3Sb2,12.0,51.0,39.0,27.6,18.72,12.0,68.0,85.0,74.8,8.16,68.0,903.78,923.0,19.220000000000027,915.3119999999999,9.225600000000032,923.0,6.24,139.0,141.0,2.0,140.2,0.9600000000000023,141.0,2.05,0.7399999999999998,1.6059999999999999,1.31,2.0,2.0,2.0,2.0,15.0,13.0,7.2,6.24,2.0,3.0,1.2,22.89,31.56,26.357999999999997,4.161599999999998,22.89,166.0,194.0,False
InBi2S4Cl,16.0,83.0,67.0,37.0,26.0,16.0,75.0,94.0,86.625,3.21875,88.0,171.6,544.4,372.79999999999995,405.44874999999996,75.55093749999997,388.36,0.875,102.0,148.0,46.0,120.0,19.5,105.0,3.16,1.3800000000000001,2.4125,2.58,2.0,2.0,2.0,6.0,29.0,23.0,12.75,8.1875,6.0,5.0,2.5,24.26,32.95,27.225625,2.862187500000002,25.786875,12.0,139.0,False
ZrSe2,34.0,40.0,6.0,36.0,2.6666666666666665,34.0,44.0,89.0,74.0,20.0,89.0,494.0,2128.0,1634.0,1038.6666666666667,726.2222222222223,494.0,5.333333333333333,120.0,175.0,55.0,138.33333333333334,24.444444444444446,120.0,2.55,1.2199999999999998,2.143333333333333,2.55,2.0,2.0,2.0,4.0,16.0,12.0,12.0,5.333333333333333,16.0,8.0,4.0,23.195,25.92,25.011666666666667,1.2111111111111121,25.92,14.0,194.0,False
Ga1.05Sb0.95Se0.15,31.0,51.0,20.0,40.04651162790697,9.679826933477557,31.0,74.0,89.0,79.90697674418604,5.769605191995674,74.0,302.91,903.78,600.8699999999999,581.7425581395348,284.59122769064356,302.91,1.067604110329908,120.0,139.0,19.0,129.37209302325581,8.50838290968091,122.0,2.55,0.7399999999999998,1.9676744186046513,1.81,2.0,2.0,2.0,13.0,16.0,3.0,14.093023255813952,1.067604110329908,13.0,5.0,3.906976744186047,18.8575,31.56,24.962965116279072,5.963477555435369,18.8575,14.0,166.0,False
NaZrCuTe3,11.0,52.0,41.0,39.333333333333336,12.888888888888888,52.0,2.0,90.0,63.333333333333336,26.88888888888889,90.0,370.87,2128.0,1757.13,1004.1033333333334,492.52111111111117,722.66,5.444444444444444,132.0,175.0,43.0,147.83333333333334,15.111111111111114,138.0,2.1,1.17,1.7433333333333334,2.1,2.0,1.6666666666666667,2.0,1.0,16.0,15.0,10.666666666666666,5.444444444444444,16.0,8.0,2.6666666666666665,11.07,34.7633333333,27.966388888866664,7.222592592577777,34.7633333333,152.0,229.0,True
RbHg3,37.0,80.0,43.0,69.25,16.125,80.0,4.0,71.0,54.25,25.125,71.0,234.32,312.46,78.13999999999999,253.85500000000002,29.30250000000001,234.32,4.125,132.0,220.0,88.0,154.0,33.0,132.0,2.0,1.1800000000000002,1.705,2.0,2.0,1.75,2.0,1.0,26.0,25.0,19.75,9.375,26.0,1.0,0.25,25.2375862069,90.7225,41.608814655174996,24.556842672412497,25.2375862069,166.0,229.0,True
Ba3NaIrO6,8.0,77.0,69.0,27.636363636363637,24.446280991735534,8.0,2.0,87.0,55.54545454545455,35.12396694214876,87.0,54.8,2739.0,2684.2,585.3336363636364,617.7573553719009,54.8,6.347107438016528,66.0,215.0,149.0,122.54545454545455,61.68595041322314,66.0,3.44,2.55,2.403636363636364,3.44,2.0,1.9090909090909092,2.0,1.0,23.0,22.0,6.0,3.090909090909091,6.0,3.0,1.4545454545454546,9.105,63.59,26.259393939390915,20.90468319558843,9.105,12.0,229.0,True
Yb3V,23.0,70.0,47.0,58.25,17.625,70.0,39.0,46.0,40.75,2.625,39.0,1092.0,2183.0,1091.0,1364.75,409.125,1092.0,0.75,153.0,187.0,34.0,178.5,12.75,187.0,1.63,0.3699999999999999,1.3525,1.26,2.0,2.0,2.0,5.0,16.0,11.0,13.25,4.125,16.0,7.0,1.75,13.01,34.12,28.842499999999998,7.91625,34.12,225.0,229.0,True
Ba3CrS5,16.0,56.0,40.0,30.22222222222222,17.185185185185187,16.0,9.0,88.0,57.333333333333336,34.07407407407407,88.0,388.36,2180.0,1791.6399999999999,791.3111111111111,447.72345679012346,388.36,6.419753086419753,105.0,215.0,110.0,145.44444444444446,46.370370370370374,105.0,2.58,1.69,1.9144444444444444,2.58,2.0,1.8888888888888888,2.0,2.0,6.0,4.0,4.666666666666667,1.7777777777777775,6.0,6.0,1.7777777777777777,11.19,63.59,36.766041666666666,17.88263888888889,25.786875,70.0,229.0,True
Pb17(Cl9O4)2,8.0,82.0,74.0,41.02325581395349,32.400216333153054,17.0,81.0,94.0,87.55813953488372,5.393185505678746,94.0,54.8,600.61,545.8100000000001,319.47837209302327,222.290124391563,171.6,1.2871822606814496,66.0,146.0,80.0,112.69767441860465,26.332071389940506,102.0,3.44,1.1099999999999999,2.883953488372093,3.16,2.0,2.0,2.0,6.0,28.0,22.0,15.116279069767442,10.187128177393186,7.0,4.0,2.372093023255814,9.105,28.11,23.061976744186047,5.193293672255272,24.4975,12.0,225.0,False
HoZnRh,30.0,67.0,37.0,47.333333333333336,13.111111111111112,30.0,33.0,69.0,53.666666666666664,13.777777777777779,33.0,692.68,2237.0,1544.3200000000002,1558.8933333333334,577.4755555555556,692.68,3.3333333333333335,122.0,192.0,70.0,152.0,26.666666666666668,122.0,2.28,1.0499999999999998,1.72,1.23,2.0,1.6666666666666667,1.0,9.0,13.0,4.0,11.333333333333334,1.5555555555555554,9.0,3.0,2.0,13.64,30.7333333333,19.444444444433334,7.52592592591111,13.64,194.0,225.0,True
Yb2MgSe4,12.0,70.0,58.0,41.142857142857146,16.48979591836735,34.0,39.0,89.0,71.71428571428571,19.755102040816325,89.0,494.0,1092.0,598.0,726.1428571428571,265.3061224489796,494.0,6.530612244897959,120.0,187.0,67.0,142.14285714285714,25.632653061224488,120.0,2.55,1.2899999999999998,2.004285714285714,2.55,2.0,2.0,2.0,2.0,16.0,14.0,14.0,3.4285714285714284,16.0,2.0,1.1428571428571428,22.89,34.12,27.830000000000002,3.5942857142857134,25.92,14.0,225.0,True
Ta4N5,7.0,73.0,66.0,36.333333333333336,32.592592592592595,7.0,48.0,82.0,66.88888888888889,16.790123456790123,82.0,63.05,3290.0,3226.95,1497.25,1593.5555555555557,63.05,4.938271604938271,71.0,170.0,99.0,115.0,48.888888888888886,71.0,3.04,1.54,2.3555555555555556,3.04,2.0,2.0,2.0,5.0,19.0,14.0,11.222222222222221,6.91358024691358,5.0,7.0,4.777777777777778,14.76875,18.12,16.258194444444445,1.6549382716049383,14.76875,194.0,229.0,True
Mn2CoGe,25.0,32.0,7.0,27.25,2.375,25.0,52.0,79.0,60.25,9.375,52.0,1211.4,1768.0,556.5999999999999,1504.35,146.47500000000002,1519.0,2.375,120.0,139.0,19.0,131.0,8.0,139.0,2.01,0.45999999999999974,1.7475,1.55,2.0,2.0,2.0,7.0,14.0,7.0,9.25,2.375,7.0,5.0,4.25,10.245,23.005,13.556293103449999,4.724353448275,10.4875862069,194.0,225.0,True
CeHg,58.0,80.0,22.0,69.0,11.0,58.0,15.0,71.0,43.0,28.0,15.0,234.32,1071.0,836.6800000000001,652.66,418.34000000000003,234.32,4.5,132.0,204.0,72.0,168.0,36.0,132.0,2.0,0.8799999999999999,1.56,1.12,2.0,2.0,2.0,4.0,26.0,22.0,15.0,11.0,4.0,22.0,11.0,25.2375862069,37.24,31.23879310345,6.00120689655,25.2375862069,166.0,194.0,True
Gd3ReO7,8.0,75.0,67.0,29.363636363636363,27.190082644628102,8.0,27.0,87.0,67.63636363636364,24.644628099173552,87.0,54.8,3459.0,3404.2,781.8727272727273,925.3652892561983,54.8,5.553719008264463,66.0,196.0,130.0,109.18181818181819,54.95867768595041,66.0,3.44,2.24,2.689090909090909,3.44,2.0,2.0,2.0,6.0,21.0,15.0,8.454545454545455,3.1239669421487606,6.0,16.0,6.090909090909091,9.105,32.05,15.867272727272727,8.82694214876033,9.105,12.0,194.0,True
NdBi,60.0,83.0,23.0,71.5,11.5,60.0,19.0,86.0,52.5,33.5,19.0,544.4,1294.0,749.6,919.2,374.8,544.4,6.0,148.0,201.0,53.0,174.5,26.5,148.0,2.02,0.8800000000000001,1.58,1.14,2.0,2.0,2.0,6.0,29.0,23.0,17.5,11.5,6.0,10.0,6.5,32.95,34.81,33.88,0.9299999999999997,32.95,12.0,194.0,True
Li2NdSb2,3.0,60.0,57.0,33.6,24.479999999999997,3.0,1.0,85.0,38.2,37.44,1.0,453.69,1294.0,840.31,801.788,278.47839999999997,453.69,6.4,128.0,201.0,73.0,147.0,21.6,128.0,2.05,1.0699999999999998,1.44,0.98,2.0,1.6,1.0,1.0,15.0,14.0,7.6,5.92,1.0,10.0,3.6,16.5933333333,34.81,26.22333333332,7.704000000016,16.5933333333,166.0,229.0,True
HoNiGe,28.0,67.0,39.0,42.333333333333336,16.444444444444446,28.0,33.0,79.0,57.666666666666664,16.444444444444446,33.0,1211.4,1747.0,535.5999999999999,1562.1333333333332,233.82222222222222,1211.4,4.0,120.0,192.0,72.0,145.33333333333334,31.111111111111114,120.0,2.01,0.7799999999999998,1.7166666666666666,1.23,2.0,2.0,2.0,10.0,14.0,4.0,12.333333333333334,1.5555555555555554,10.0,4.0,3.0,10.32,30.7333333333,21.352777777766665,7.355185185177778,10.32,194.0,225.0,True
Ba3Nb2Se9,34.0,56.0,22.0,39.714285714285715,7.346938775510204,34.0,9.0,89.0,65.85714285714286,29.755102040816325,89.0,494.0,2750.0,2256.0,924.7142857142857,553.7755102040817,494.0,5.877551020408163,120.0,215.0,95.0,146.64285714285714,34.255102040816325,120.0,2.55,1.6599999999999997,2.0585714285714287,2.55,2.0,1.8571428571428572,2.0,2.0,16.0,14.0,11.428571428571429,5.877551020408163,16.0,7.0,2.2857142857142856,18.18,63.59,32.886428571428574,13.158673469387756,25.92,14.0,229.0,False
RhS3,16.0,45.0,29.0,23.25,10.875,16.0,59.0,88.0,80.75,10.875,88.0,388.36,2237.0,1848.6399999999999,850.52,693.24,388.36,2.625,105.0,142.0,37.0,114.25,13.875,105.0,2.58,0.30000000000000027,2.505,2.58,2.0,1.75,2.0,6.0,9.0,3.0,6.75,1.125,6.0,3.0,2.25,13.64,25.786875,22.75015625,4.555078124999999,25.786875,70.0,225.0,False
Bi1.4Sb0.6Te3,51.0,83.0,32.0,60.55999999999999,12.566399999999994,52.0,85.0,90.0,88.28,2.0639999999999996,90.0,544.4,903.78,359.38,694.4816,84.04569599999999,722.66,0.4800000000000001,138.0,148.0,10.0,140.92,3.964799999999994,138.0,2.1,0.08000000000000007,2.0716,2.1,2.0,2.0,2.0,15.0,29.0,14.0,19.52,5.3088,16.0,3.0,2.4,31.56,34.7633333333,33.87119999998,1.0705599999839974,34.7633333333,12.0,166.0,False
Ca(AgGe)2,20.0,47.0,27.0,35.6,9.120000000000001,32.0,7.0,79.0,59.0,20.8,65.0,1115.0,1234.93,119.93000000000006,1201.532,34.61280000000011,1211.4,3.3599999999999994,120.0,176.0,56.0,141.2,16.96,120.0,2.01,1.0099999999999998,1.7759999999999998,1.93,2.0,1.6,1.0,2.0,14.0,12.0,10.4,3.3599999999999994,11.0,4.0,2.0,16.33,37.77,23.288,5.7928000000000015,16.33,225.0,225.0,True
Sn0.2Te1Pb0.8,50.0,82.0,32.0,63.800000000000004,14.560000000000002,52.0,80.0,90.0,85.4,4.6,90.0,505.08,722.66,217.57999999999998,652.082,70.57799999999997,722.66,1.0,138.0,146.0,8.0,141.3,3.7600000000000025,138.0,2.33,0.3700000000000001,2.178,2.1,2.0,2.0,2.0,14.0,28.0,14.0,20.6,5.92,16.0,4.0,3.0,28.11,34.7633333333,31.954166666649996,3.0753333333199993,34.7633333333,141.0,225.0,False
NdIn3,49.0,60.0,11.0,51.75,4.125,49.0,19.0,75.0,61.0,21.0,75.0,429.75,1294.0,864.25,645.8125,324.09375,429.75,3.75,142.0,201.0,59.0,156.75,22.125,142.0,1.78,0.6400000000000001,1.6199999999999999,1.78,2.0,2.0,2.0,6.0,13.0,7.0,11.25,2.625,13.0,10.0,6.25,24.26,34.81,26.8975,3.95625,24.26,139.0,194.0,True
